title,lang,source_name,format,category,cefr_level,license,text
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Add vinegar and toss to coat.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Add salt and pepper to taste.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Bake at 375°F (190°C) for about 45 minutes.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"In a separate pot, begin heating the milk."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Then add sugar, melted butter, and cocoa."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Add about ½ cup of hot pie filling mixture to egg in bowl and stir well.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Peel the onion, but do not cut it."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Add flour, salt, baking powder, vanilla, and nuts."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Pour half of pie filling over bananas in bottom of pie shell.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Pour into buttered, foil-lined pan."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Stir in walnuts and vanilla.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Add salt and pepper.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Mix well with a rubber spatula.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Capture more in each shot by taking both photos and videos at the same time.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Set the volume level for call ringtones, notifications, media, and system sounds"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,It is important that all compartments are closed tightly
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Store and manage your contacts.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Do not disturb allows you to block sounds and notifications while this mode in turned on.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Samsung Internet is a simple, fast, and reliable web browser for your device."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Installed apps can be removed from your device.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The Edge panels feature a variety of customizable panels that can be accessed from the edge of the screen.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Do not expose the device to water at high pressure
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Your mobile device is not a toy.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Use your device’s screen lock features to secure your device.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,You must sign in to your Samsung account to set up and use Secure folder
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Use biometrics to securely unlock your device and log in to accounts
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Multitask by using multiple apps at the same time.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,You can add languages to your list and organize them according to preference.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Descriptions are based on the device’s default settings.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Fatima Fellowship is committed to fostering a diverse community of researchers.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"This belongs in a section titled ""Attributions"" of the README file for the relevant code"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Otherwise, payment is to be made by cash or check."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Divide athletes  into  a female group and a male group .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Create divisions of no less than three and no more than eight teams
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"In team sports: within each ability group, a team may compete against a team of a different age group."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Female teams shall compete against other female teams , and male teams shall compete against other male teams."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Divide male and fem ale teams into the following age groups: ages 15 and under; 16-21; and 22 and over.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,A coach’s first priority is the health and safety of the athlete.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The sports in which Special Olympics athletes are given the opportunity to train and compete are divided into four levels.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I will maintain the same interest and support towards sick and injured athletes
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Athletes who are disqualified (for reasons other than unsportsmanlike conduct) or who do not finish an event shall be presented with a participation ribbon
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We have to maintain the pace and progress of the Council's work.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Reject any attempt to link terrorism with any religion or race
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The Committee also had an informal exchange of views with representatives of UNOPS.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Altogether women occupy approximately 19 per cent of the higher level posts.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Act One begins on the Greek island controlled by the corsairs, or pirates."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"With this paper, we contribute to three related literatures."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Overall, it seems clear that the Articles have stood the test of time."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,This was not an easy task.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Initially he goes with the second model.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Once a hole has been discovered, it must be filled."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Sometimes goes a littleslowly
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Make sure all students are satisfied before moving on to the next question
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Two girls crouch in front of a garden of small shrubbery .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A man driving a red and black go-kart with number "" 11 "" on it ."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man in a blue jacket is walking passed a blue pay phone .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A blond-haired female singer with long boots kneels on stage .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A dog walks on a red plank by a blue railing .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A guy wearing a helmet and red shirt is doing an air stunt on a bicycle .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A boy on a bicycle with a shovel and a woman with a laundry basket wait beside the road .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A baseball player hitting a ball .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A man surfing a large wave in vibrant blue water , with large rocks in the foreground ."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A woman with dark hair wearing a bikini is sitting on a beach .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Kung Fu people practicing in front of a small audience .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,A man on rollerblades is doing a trick .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man writing 'who are you ' on his notepad while drinking coffee and eating muffins .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,A girl with long hair wearing flip-flops is swinging on a swing .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,A blond child in a jacket is sitting at the top of a slide at a playground .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A small group of people stands in a rocky field surrounded by camping equipment and patches of snow .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A girl splashes water into a pickup truck driving past .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Four dogs look at an object in the sky , one jumping to reach it ."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man with dark curly hair playing a guitar next to a Coke machine .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Young men and women are walking in a park .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Children at a party hitting a Dora pinata .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Three men stand still on a dock next to two boats .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man in all white painting a black wall white .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A boy in red swimming trunks is jumping into the pool .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,A young girl smiling in a plastic play structure .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Two rows of dance students are practicing ballet moves against a pole in a studio .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Two women pull on another coat .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,The lady is taking pictures of statue .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A yellow dog running at his objective through a grassy area .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man in a blue shirt taking a photo at a golf tournament .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man is bowling using empty spray cans as pins in front of a wall covered in graffiti .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Baby with his dads glasses in his mouth .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,A large group of photographers are in a stadium .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A young chef is adding ingredients to a stew .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Three women wearing yellow shirts are smiling at the camera .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A crowd has gathered to watch a young man break-dance in the street .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A young boy is holding on and riding a zip line down a hill .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Down into the dark.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Fish aren't meant to be in a box , kid."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,There's nothing to worry about .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Are ... are you my conscience ?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Once you get in , swim to the bottom of the chamber ."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Think they own everything .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Lady , is this guy bothering you ?"
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Do something funny .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Well , he swims up ."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,That's great .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"You got a problem , buddy ?"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"You got yourself in there , you can get yourself out ."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Hold still !
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I' m a fish with a nose like a sword .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"No offence , kid , but you're not the best swimmer ."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hey , Mr Grumpy Gills ."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Let's do it .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"No , he's a good guy ."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,You can do it .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"All right , we have less than 48 hours before Darla gets here ."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,is he doing okay ?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Wonder what that means .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,lt just swam over the trench .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Trust me on this .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,My son was taken away from me .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Don't hurt yourself .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,What are we ?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I'm sorry , but if you could bring it a little closer."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Where's the butter ?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Parties are fun and it's tempting , but we can't because ..."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,3 young women holding their cellphones talk to a young man about texting.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A person and his friend begin blowing through a tube together, they pause and smile at the camera."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A person suddenly appears jumping from a cliff and wearing a parachute.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,In front of a picture an man demonstrates how to sharpen a large knife with a sharpening stick.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man is doing some tap dancing inside of a dance studio.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Goldfish are swimming in a bowl, then a person drops food into the bowl and the fish eat."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,A person is putting a tattoo with an instrument on someones leg.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,A group of people walk along the street and a boy runs into the street.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A group of men are racing on lawnmowers and there is a crowd watching them.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A person is showing how to clean out debris from a horse shoe.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A young man with a yellow t-shirt explains how the back of a chair got broken.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Man sits by potter's wheel and uses palms to hit ball of clay in center of wheel.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man riding a motorcycle with a small dog pulls up to a driveway and then comes to a stop.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Several people are in a grape vat casually stomping grapes and taking pictures of themselves.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A crowded area is seen in front of a store before cutting to a womans face.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A person is massaging their own arms while sitting on a bed.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A guy with white shirt on is teaching on how tp tie a tie with a pink tie A young girl does a cartwheel and the kicks a bucket over.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man is standing in a music room playing a long horn instrument.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A young boy is indoors showing his family his dance moves.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A group of people are at the gym working on a woman is working on her arms.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man is reading the paper as he talks with someone on the phone.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,A kid is seen taking a paper napkin from a shelf to clean his nose.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A little boy on the sofa listens to a woman speaking, takes a tissue, and blows his nose."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A woman is smiling as she lifts some weights as another person talks.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man is carving a totem type pole with various animals on it.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A woman competes in a long jump event while outside.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A man lying in some mud stands up, walks to the camera, and turns it."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A man attempts to blow out several candles on a cake, but the candles don't go out."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,A little girl drinks from a blue cup and then coughs and waves.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A woman is preparing a dish with forks and syrup.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A group of men in a dance studio watch as a man in red pants performs a break dancing solo.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A football player starts walking on the field, stops and stretches, and then walks again."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A group of people, horses and mules are on a mountain side."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Oh, my gosh, Hunter."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"But for now, you should all rest."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Practice every day, or I'll appear in your nightmares."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Am I doing this right?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Thank you for providing us with shelter, ma'am."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I'm just so happy you're home.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"But he was defeated by a newer, smaller bad guy?"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,He won't tell me what he's looking for.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I never expected to be a mother of six.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Well, I'm going to pick up Luz from school."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Luz, I'm so happy I had you as a big sister."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,You're safe here.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Shh! Don't say it so loud.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We'll tell them when we're ready.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Hey. Thanks for not telling them that I'm...
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I like what you've done with the place.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Well, he started out human."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,They won't hate you any more than me
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Don't worry, Vee! We'll keep you safe."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Mama, I-- I know I shouldn't have left."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I'll figure that out later.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,But they're creating a lot of chaos.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We're learning Spanish from this scary owl app.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hunter, look at all this awesome human stuff."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,But this still confuses me.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,We'll have time to talk later.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,You're our top student!
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Please never do that again.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"What? Pshh. No, of course they won't."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"It's not much, but I hope you two will be comfortable."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,He still confuses us too.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A lot of people think boogers are funny but they're snot.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A man is reading an r/jokes post... heh heh, that's pretty humorous... ...just like my arm bone."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Your mom is so fat even jesus couldn't lift her spirits up.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I like making silly faces in group photos because it's better to look ugly on purpose
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Batman walks into a bar... ...followed by 24 sodium atoms.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I'd like deadlines more if they were called happy endings.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,If you give a man a fish you kinda suck at picking out gifts.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Smart golfers always wear two pairs of pants in case they get a hole in one.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I just bought some land with a stranger and now we have a lot in common.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,My inflatable girlfriend always looks surprised when i walk into the room.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Please pray for the private school kid whose dad drops him off in a 3-year-old car.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Michael jackson, ted kennedy, and osama bin laden walk into a bar... you fill in the punch line."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Selling a french ww2 rifle never fired, only dropped once."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,At least the english rugby team doesn't have a flight home of shame...
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,My life is a result of it seemed like a good idea at the time.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I call bullshit on vampires that look all sexy and shit when they can't even see their reflection
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I don't know why everyone is hating on this mayweather it's beautiful out.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Studys show that 76.5% of statistics are made up.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A solid way to make your waiter's head explode is to order a grilled cheese with no bread.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,You know what they say about farm girls and horses... they both fell in mud.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I want to meet myself from someone else's point of view.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I want to tell you guys a small joke it's very puny!
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I'm not gonna partake in this i hate monday morning thing because i hate all work days equally.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How about like a tye dye chicken who screams actual words at you
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I have the heart of a lion and a lifetime ban from the local zoo
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I had a joke about the baltimore riots but someones already stolen it :(
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Helping a few people complete their bucket list so they will just die already.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How to change a baby: 1. swap it out with a labrador pup when no one's looking
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Not all wood floats natalie wood, for example."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,If your jokes are corny i'm all ears.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,If anyone sees phillip... ...tell him i have his screwdriver.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,You know your vacation sucks when you're constantly writing updates about it on facebook.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,We really can.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Stay on your feet, it’s the place to be!"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,You have my forever and forever support!
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I don’t expect to be on the A team anymore; but I want to play golf with you.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Captain Hosenfeld proved to be a heroic person and opponent of Fascism, and deserves to be awarded."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Hi there can you tell me a little more about this table please .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Hi are you interested in the colorado?.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Well it probably would be a bit small.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,watch is in great condition like new.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,That is a great question but unfortunately I do not know who the artist is.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Would you like to make an offer?.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"This is a beautiful apartment at a great location, could you do $1600?"
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Yes, this a pet friendly community."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,It's practically brand new.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Hey nice chair, would look perfect in my living room."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I know almost nothing about this stuff.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"It really is a great piece..  Hi, what kind of condition is it in?"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Are you willing to lower just a few dollars to $59?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,That's a very sweet bike!
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Yes it has HD quality sound.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Could you tell me a bit more about it?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I am interested but at a more reasonable price.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,It is a great soundbar.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I am really interested in hyour trunk, it is beautiful."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How soon would you like to get the vehicle?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hi, I am interested in your product."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,But I don't want to go too low.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Is the price negotiable?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I don't have one for sale, but I thought you did?"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A glass top and bottom and it is adjustable up and down.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Sounds great, you're looking at a beautiful home here."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,how are the tires?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"They're great, fully complete and in good condition."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,How do the speakers sound?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,It is on the top floor.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I am interested in an apartment.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Your knowledge of English is really surprising .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Can I reserve a room from the 13th to the 18th ?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Can I take your order ?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hello , I'd like to see Mr . Charles , the manager , please ."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Are you sure you heard right ?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Good morning , Angela , how have you been lately ?"
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Look , there is traffic accident over there ."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,This is the route I thought we could take on our hike on Saturday afternoon .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Mr.Martin , we're on arrival ."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,My parents are always saying I am not good enough .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Have you lost weight ?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I would like to pick a time to look at houses with you .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Are you ready to order now , sir ?"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,What's wrong with you ?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Could you recommend some places for me ?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hello , may I speak to Mr.Baker , please ?"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I'm sure he was off-side .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"You are married to a foreigner , huh ?"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,George speaks Japanese better than Frank .
